subject,topic,question,option_a,option_b,option_c,option_d,correct_letter,explanation,difficulty,source,tags
Web Technologies & Internet / PHP,"html fonts, tags and elements",Which of the following is not a valid alignment attribute?,Left,Right,Top,All of above,C,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=5",
Web Technologies & Internet / PHP,"html fonts, tags and elements",Which attribute you’ll use with TD tag to merge two cells horizontally?,merge=colspan2,rowspan=2,colspan=2,merge=row2,C,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=5",
Web Technologies & Internet / PHP,"html fonts, tags and elements",Which HTML Tag will use to scroll a text in web page?,marquee,scroll,round,go,A,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=5",
Web Technologies & Internet / PHP,"html fonts, tags and elements",Which element is used for short quote?,<q>,<blockquote>,<em>,<abbr>,A,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=5",
Web Technologies & Internet / PHP,"html fonts, tags and elements",Which property is like the GPS in car?,watchPosition(),clearWatch(),getCurrentPosition(),showPosition(),A,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=6",
Web Technologies & Internet / PHP,"html fonts, tags and elements",Which of the following technique is not for the mobile browser to identify the location of a user?,GPS,IP based position,WIFI based position,A-GPS,B,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=6",
Web Technologies & Internet / PHP,"html fonts, tags and elements",How <bdo> element works?,override text direction,stops writing in the current text direction,only override direction of rtl text,only changes the direction of ltr text,A,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=6",
Web Technologies & Internet / PHP,"html fonts, tags and elements",Which of the following defines a part of text that might be formatted in a different direction from other text?,<details>,<aside>,<bdi>,<article>,C,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=6",
Web Technologies & Internet / PHP,"html fonts, tags and elements",Which of the following defines graphic drawing using JavaScript?,<class>,<canvas>,<graphics>,<draw>,B,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=6",
Web Technologies & Internet / PHP,"html fonts, tags and elements",Which method is used to get user's position?,getCurrentPosition(),getDirectPosition(),post(),getDirection,A,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=6",
Web Technologies & Internet / PHP,"html fonts, tags and elements",Which parameter gives an accuracy of longitude and latitude?,Accuracy,AltitudeAccuracy,enableHighAccuracy,Extra accuracy,A,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=6",
Web Technologies & Internet / PHP,"html fonts, tags and elements",Which of the following defines a caption for a figure element?,<figcaption>,<dialog>,<caption>,<figure>,A,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=6",
Web Technologies & Internet / PHP,"html fonts, tags and elements",Which of the following defines additional details that the user can view or hide?,<details>,<article>,<aside>,<figure>,A,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=6",
Web Technologies & Internet / PHP,"html fonts, tags and elements",Which is not the case of invoking for error callback function?,user denies to share the information of a location,location information is unavailable,request timed out,when we are using WIFI,D,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=6",
Web Technologies & Internet / PHP,"html fonts, tags and elements",Which of the following is not set with font-style property?,font-style: normal,font-style: italic,font-style: oblique,font-style: capitalize,D,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=7",
Web Technologies & Internet / PHP,"html fonts, tags and elements",What does showPosition() returns?,only latitude,only longitude,both latitude and longitude,direction,C,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=7",
Web Technologies & Internet / PHP,"html fonts, tags and elements",Which works similar to <b> element?,<strong>,<em>,<i>,<blockquote>,A,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=7",
Web Technologies & Internet / PHP,"html fonts, tags and elements",What does getCurrentPosition() returns?,latitude,longitude,direction,coordinates,D,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=7",
Web Technologies & Internet / PHP,"html fonts, tags and elements",Which of the following elements in HTML5 defines video or movie content?,<media>,<video>,<movie>,<audio>,B,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=7",
Web Technologies & Internet / PHP,"html fonts, tags and elements",Which works similar to <i> element?,<strong>,<em>,<b>,<blockquote>,B,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=7",
Web Technologies & Internet / PHP,"html fonts, tags and elements",maximumAge returns time in . . . . . . . .,nano-seconds,milliseconds,hour,seconds,B,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=7",
Web Technologies & Internet / PHP,"html fonts, tags and elements",Which of the following property does not has always a return?,coords.longitude,coords.latitude,coords.accuracy,coords.altitude,D,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=7",
Web Technologies & Internet / PHP,"html fonts, tags and elements",Which element is used to show inserted element?,<ins>,<del>,<strong>,<em>,A,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=7",
Web Technologies & Internet / PHP,"html fonts, tags and elements",What is the default value of timeout?,infinity,100,0,1000000,A,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=7",
Web Technologies & Internet / PHP,"html fonts, tags and elements","To show deleted text, which element is used?",<ins>,<del>,<em>,<strong>,B,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=8",
Web Technologies & Internet / PHP,"html fonts, tags and elements",Which element defines a title of the Work?,<abbr>,<cite>,<address>,<blockquote>,B,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=8",
Web Technologies & Internet / PHP,"html fonts, tags and elements",What timestamp property denotes?,time at which WIFI is used,the time at which data of the location is retrieved,the time at which callback function is evoked,current time,B,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=8",
Web Technologies & Internet / PHP,"html fonts, tags and elements",Which of the following defines some content aside from the content it is placed in (like a sidebar)?,<aside>,<header>,<sidebar>,<nav>,A,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=8",
Web Technologies & Internet / PHP,"html fonts, tags and elements",Which of the following defines a visible heading for a details element?,<brief>,<summary>,<mark>,<main>,B,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=8",
Web Technologies & Internet / PHP,"html fonts, tags and elements",What should be set with text-align property so that every line has equal width like in magazines and newspapers?,text-align: justify,text-align: none,text-align: bottom,text-align: top,A,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=8",
Web Technologies & Internet / PHP,"html fonts, tags and elements",Success callback function evoke only when . . . . . . . .,user accepts to share location information,always evoke,gps is accessible,only by mobile browser,A,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=8",
Web Technologies & Internet / PHP,"html fonts, tags and elements",What is the work of <address> element?,contains contact details for author,contains IP address,contains home address,contains url,A,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=8",
Web Technologies & Internet / PHP,"html fonts, tags and elements",Which of the following tag defines the progress of a task?,<meter>,<progress>,<gauge>,<wbr>,B,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=8",
Web Technologies & Internet / PHP,"html fonts, tags and elements",Which of the following is not the property of the 'cords' object?,Accuracy,Altitude,AltitudeAccuracy,enableHighAccuracy,D,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=8",
Web Technologies & Internet / PHP,"html fonts, tags and elements",How many standard color names does HTML supports?,120,130,140,90,C,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=9",
Web Technologies & Internet / PHP,"html fonts, tags and elements",Which of the following is not used with text-decoration property?,overline,underline,line-through,inline,D,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=9",
Web Technologies & Internet / PHP,"html fonts, tags and elements",Which element is used for abbreviation or acronym?,<em>,<q>,<abbr>,<blockquote>,C,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=9",
Web Technologies & Internet / PHP,"html fonts, tags and elements",Which property is similar to C/C++ can be applied to comments?,for loop,while loop,ifelse,switch case,C,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=9",
Web Technologies & Internet / PHP,"html fonts, tags and elements",Which of the following defines a command/menu item that the user can invoke from a popup menu?,<menuitem>,<menu>,<nav>,<class>,A,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=9",
Web Technologies & Internet / PHP,"html fonts, tags and elements",Which of the following defines the result of a calculation?,<output>,<keygen>,<datalist>,None of the above,A,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/?page=9",
Web Technologies & Internet / PHP,"html text, links, table and lists",Which of the following is not the element associated with HTML table layout?,size,spanning,alignment,color,D,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-text,-links,-table-and-lists/",
Web Technologies & Internet / PHP,"html text, links, table and lists",Which of the following opens linked document in full body?,_blank,_top,_parent,framename,B,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-text,-links,-table-and-lists/",
Web Technologies & Internet / PHP,"html text, links, table and lists",Which tag is used for List items?,<li>,<ol>,<ul>,<dl>,A,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-text,-links,-table-and-lists/",
Web Technologies & Internet / PHP,"html text, links, table and lists",target attribute cannot have?,_blank,_self,_parent,_color,D,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-text,-links,-table-and-lists/",
Web Technologies & Internet / PHP,"html text, links, table and lists",For defining bookmarks in a page we use . . . . . . . .,href,id,target,<a>,B,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-text,-links,-table-and-lists/",
Web Technologies & Internet / PHP,"html text, links, table and lists",Which element is restricted to inline content?,<dt>,<dd>,<ul>,<dl>,A,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-text,-links,-table-and-lists/",
Web Technologies & Internet / PHP,"html text, links, table and lists",Which property specifies the distance between nearest border edges of marker box and prinicipal box?,marker-offset,counter increment,list-style,list-style-image,A,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-text,-links,-table-and-lists/",
Web Technologies & Internet / PHP,"html text, links, table and lists",What is the color of an unvisited link?,red,blue,purple,green,B,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-text,-links,-table-and-lists/",
Web Technologies & Internet / PHP,"html text, links, table and lists",Which of the following does not specify a column width?,Fixed,Percentage,Proportional,Pixels,D,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-text,-links,-table-and-lists/",
Web Technologies & Internet / PHP,"html text, links, table and lists",Which character is used to differentiating between choices to list items?,'|','>','#','$',A,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-text,-links,-table-and-lists/",
Web Technologies & Internet / PHP,"html text, links, table and lists",Which of the following is not the value for align attribute?,justify,char,middle,left,C,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-text,-links,-table-and-lists/?page=2",
Web Technologies & Internet / PHP,"html text, links, table and lists",The content property does not include . . . . . . . .,Strings,URIs,Normal,Color,D,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-text,-links,-table-and-lists/?page=2",
Web Technologies & Internet / PHP,"html text, links, table and lists",Which of the following is not the value for rules attribute?,vsides,rows,all,groups,A,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-text,-links,-table-and-lists/?page=2",
Web Technologies & Internet / PHP,"html text, links, table and lists",Which one of the following is used for space character?,%50,%60,%20,%10,C,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-text,-links,-table-and-lists/?page=2",
Web Technologies & Internet / PHP,"html text, links, table and lists",Scope attribute can't have the value . . . . . . . .,row,rowgroup,col,<head>,D,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-text,-links,-table-and-lists/?page=2",
Web Technologies & Internet / PHP,"html text, links, table and lists",Which element was designed for creating multicolumn directory lists?,menu,dir,ul,ol,B,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-text,-links,-table-and-lists/?page=2",
Web Technologies & Internet / PHP,"html text, links, table and lists",In HTML5 which element defines thematic change in the content?,<hr>,<h1>,<head>,<p>,A,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-text,-links,-table-and-lists/?page=2",
Web Technologies & Internet / PHP,"html text, links, table and lists",What will add line break in the body of mail?,%20,%0D%0A,%0h%0A,%10,B,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-text,-links,-table-and-lists/?page=2",
Web Technologies & Internet / PHP,"html text, links, table and lists",Relative URLs are used to . . . . . . . .,link other pages within the same site,link the same page with other sites,link other pages with other sites,does not link,A,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-text,-links,-table-and-lists/?page=2",
Web Technologies & Internet / PHP,"html text, links, table and lists",Metadata does not define . . . . . . . .,character set,links,scripts,color,D,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-text,-links,-table-and-lists/?page=2",
Web Technologies & Internet / PHP,"html text, links, table and lists",Which attribute defines numbers of columns in a group?,width=multi-length[CN].,span=number[CN].,scope=scope-name[CN].,headers=idrefs[CS].,B,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-text,-links,-table-and-lists/?page=3",
Web Technologies & Internet / PHP,"html text, links, table and lists",Which element defines preformatted text?,<p>,<pre>,<hr>,<ins>,B,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-text,-links,-table-and-lists/?page=3",
Web Technologies & Internet / PHP,"html text, links, table and lists",valign attribute does not take the value . . . . . . . .,justify,middle,baseline,bottom,A,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-text,-links,-table-and-lists/?page=3",
Web Technologies & Internet / PHP,"html text, links, table and lists",What is the path for an image located in same folder as the current page?,"<img src= ""pic.jpg"">","<img src= ""../pic.jpg"">","<img src= ""images/pic.jpg"">","<img src= ""/images/pic.jpg"">",A,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-text,-links,-table-and-lists/?page=3",
Web Technologies & Internet / PHP,"html text, links, table and lists",For heading we can use . . . . . . . .,<td>,<trv,<thead>,<th>,D,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-text,-links,-table-and-lists/?page=3",
Web Technologies & Internet / PHP,"html text, links, table and lists",Which of the following can't be the value of list-style-type?,square,circle,ellipse,disc,C,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-text,-links,-table-and-lists/?page=3",
Web Technologies & Internet / PHP,"html text, links, table and lists",Which element contains definition?,<dl>,<dd>,<dt>,<ul>,B,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-text,-links,-table-and-lists/?page=3",
Web Technologies & Internet / PHP,"html text, links, table and lists",Which of the following is not the parameter for email link?,body,bcc,cc,#,D,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-text,-links,-table-and-lists/?page=3",
Web Technologies & Internet / PHP,"html text, links, table and lists",Each cell of the table can be represented by using . . . . . . . .,<tr>,<td>,<th>,<thead>,B,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-text,-links,-table-and-lists/?page=3",
Web Technologies & Internet / PHP,"html text, links, table and lists",Borders can't be applied on . . . . . . . .,<th>,<td>,<tr>,<thead>,C,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-text,-links,-table-and-lists/?page=3",
Web Technologies & Internet / PHP,"html text, links, table and lists","For displaying a list horizontally, we can use . . . . . . . .",<dd>,display:inline,<dt>,type,B,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-text,-links,-table-and-lists/?page=4",
Web Technologies & Internet / PHP,"html text, links, table and lists",Which attribute is used to link the bookmark?,href,id,target,<img>,A,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-text,-links,-table-and-lists/?page=4",
Web Technologies & Internet / PHP,"html text, links, table and lists",For adding caption to the table we use . . . . . . . .,<caption>,<thead>,<th>,<tr>,A,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-text,-links,-table-and-lists/?page=4",
Web Technologies & Internet / PHP,"html text, links, table and lists",border-spacing is given in . . . . . . . .,pixels,cm,mm,inch,A,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-text,-links,-table-and-lists/?page=4",
Web Technologies & Internet / PHP,"html text, links, table and lists",Which of the following sets the color of a link before it has been clicked on?,ALINK,LINK,VLINK,ULINK,B,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-text,-links,-table-and-lists/?page=4",
Web Technologies & Internet / PHP,"html text, links, table and lists",Which element indicates about something which is no longer accurate?,<s>,<ins>,<del>,<address>,A,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-text,-links,-table-and-lists/?page=4",
Web Technologies & Internet / PHP,"html text, links, table and lists",What is used for specifying an email to be sent?,mailto:,target,id,href,A,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-text,-links,-table-and-lists/?page=4",
Web Technologies & Internet / PHP,"html text, links, table and lists",Which of the following is not the value for frame attribute?,above,void,none,box,C,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-text,-links,-table-and-lists/?page=4",
Web Technologies & Internet / PHP,"html text, links, table and lists",File paths are not used for linking in . . . . . . . .,JavaScripts,PHP,Style Sheets,Images,B,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-text,-links,-table-and-lists/?page=4",
Web Technologies & Internet / PHP,"html text, links, table and lists",Which attribute is only used with <ol>?,value,type,compact,start,D,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-text,-links,-table-and-lists/?page=4",
Web Technologies & Internet / PHP,"html text, links, table and lists",Which one of the following is not the value of the target attribute?,_blank,_top,_self,_empty,D,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-text,-links,-table-and-lists/?page=5",
Web Technologies & Internet / PHP,"html text, links, table and lists",Headings of table lies inside . . . . . . . .,<thead>,<tfoot>,<th>,<tbody>,A,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-text,-links,-table-and-lists/?page=5",
Web Technologies & Internet / PHP,"html text, links, table and lists",Which of the following element is not associated with a class attribute?,Row,<thead>,Column cell,Rows,B,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-text,-links,-table-and-lists/?page=5",
Web Technologies & Internet / PHP,"html text, links, table and lists",Which element is used for creating links?,<a>,<p>,<li>,<ol>,A,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-text,-links,-table-and-lists/?page=5",
Web Technologies & Internet / PHP,"html text, links, table and lists","For explaining, which new technology is used?",<dfn>,<cite>,<abbr>,<address>,A,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-text,-links,-table-and-lists/?page=5",
Web Technologies & Internet / PHP,"html text, links, table and lists",Which of the following is not true regarding to counter?,"counter(name,style)",counter(name),counter(string),"counter(name,string,style)",C,,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-text,-links,-table-and-lists/?page=5",
Web Technologies & Internet / PHP,html images and web page files,Number of rows is returned by the attribute . . . . . . . .,insertIID,rows,rowsAffected,length,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/,
Web Technologies & Internet / PHP,html images and web page files,Which error is invoked when SQLTransactionCallback does not execute?,INVALID_ACCESS_ERR,UNKNOWN_ERR,TIMEOUT_ERR,INVALID_STATE_ERR,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/,
Web Technologies & Internet / PHP,html images and web page files,Which of the following locking method does not supported by APC?,File locks,Spin locks,Dead locks,IPC semaphores,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/,
Web Technologies & Internet / PHP,html images and web page files,Modernizr.css transform detect . . . . . . . .,CSS 2D transforms,CSS 3D transforms,Input Types,Input Attributes,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/,
Web Technologies & Internet / PHP,html images and web page files,Which of the following is not a reserved character?,&,>,+,@,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/,
Web Technologies & Internet / PHP,html images and web page files,Which function is used to return a handle to the database?,prepareDatabase(),showDocCount(),executeSql(),openDatabase(),A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/,
Web Technologies & Internet / PHP,html images and web page files,In URL encoding replaces non-ASCII characters with . . . . . . . .,"""*""","""&""","""%""","""+""",C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/,
Web Technologies & Internet / PHP,html images and web page files,What is Modernizr?,CSS style sheet,JavaScript Library,The source code of a web page,PHP file,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/,
Web Technologies & Internet / PHP,html images and web page files,Which of the following is not the class of NoSQL?,Document stores,Multidimension stores,Key-value stores,Memcache,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/,
Web Technologies & Internet / PHP,html images and web page files,insertId attribute returns . . . . . . . .,column ID,row ID,user's ID,database ID,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/,
Web Technologies & Internet / PHP,html images and web page files,How many MPMs can be loaded at a time?,3,1,4,0,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=2,
Web Technologies & Internet / PHP,html images and web page files,Major portion of web page contributes . . . . . . . .,image,text,video,audio,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=2,
Web Technologies & Internet / PHP,html images and web page files,Which is not a reserved character?,_,(,),*,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=2,
Web Technologies & Internet / PHP,html images and web page files,What does not come under minification?,removal of comments,removal of new line characters,removal of white space characters,removal of multimedia elements,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=2,
Web Technologies & Internet / PHP,html images and web page files,Which of the following is the final method to create MySQL backups?,LVM snapshots,SQL backups,CSV backups,File backups,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=2,
Web Technologies & Internet / PHP,html images and web page files,ASCII is . . . . . . . .,6-bit character set,7-bit character set,9-bit character set,3-bit character set,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=2,
Web Technologies & Internet / PHP,html images and web page files,Which of the following is internal list of prefixes?,Modernizr._prefixes,Modernizr.prefixedCSS value,Modernizr.prefixedCSS,Modernizr.prefixed,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=2,
Web Technologies & Internet / PHP,html images and web page files,Which of the following is not render blocking resource?,CSS,HTML,JavaScript,Jquery,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=2,
Web Technologies & Internet / PHP,html images and web page files,HTTP request is between . . . . . . . .,client and host,client and server,server and host,user and server,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=2,
Web Technologies & Internet / PHP,html images and web page files,Which line is mandatory in cache manifest file?,CACHE MANIFEST,CSS stylesheet,index.html,image address,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=2,
Web Technologies & Internet / PHP,html images and web page files,What is URL encode of '&'?,%24,%2c,%3d,%26,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=3,
Web Technologies & Internet / PHP,html images and web page files,Templates can't be placed inside . . . . . . . .,<head>,<body>,<table>,<form>,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=3,
Web Technologies & Internet / PHP,html images and web page files,Which browser gives maximum parallel connections per host?,Opera 10,Chrome 1 and 2,Safari 3 and 4,Firefox 3,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=3,
Web Technologies & Internet / PHP,html images and web page files,Which of the following is not the layer of the OSI Model?,Transport Layer,Network Layer,Session Layer,Atomic Layer,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=3,
Web Technologies & Internet / PHP,html images and web page files,Which latest browser is able to detect CSS Grids?,Modernizr 3.5.0,Modernizr 3.4.0,Modernizr 3.2.0,Modernizr 3.1.0,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=3,
Web Technologies & Internet / PHP,html images and web page files,Which of the following is not one of the cache state?,Downloading,Checking,Idle,Fallback,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=3,
Web Technologies & Internet / PHP,html images and web page files,What is the correct syntax of web address?,path://prefix.port:domain/filename/scheme,scheme://prefix.domain:port/path/filename,prefix://scheme.port:domain/filename/path,port://domain.filenmae:path/scheme/prefix,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=3,
Web Technologies & Internet / PHP,html images and web page files,Which function is used in JavaScript for URL encoding?,encodeURI(),Server.URLEncode(),rawurlencode(),UREncoding,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=3,
Web Technologies & Internet / PHP,html images and web page files,Which scheme is used for secure HyperText Transfer Protocol?,ftp,http,https,file,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-images-and-web-page-files/?page=3,
