subject,topic,question,option_a,option_b,option_c,option_d,correct_letter,explanation,difficulty,source,tags
Python Programming,sets in python,"What will be the output of the following code: set1 = {1, 2, 3} set2 = {3, 4, 5} print(set1.intersection(set2))",{3},"{1, 2, 3}","{3, 4, 5}","{1, 4, 5}",A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-sets-in-python/?page=8,
Python Programming,sets in python,"Which of the following functions will return the symmetric difference between two sets, x and y?",x | y,x ^ y,x & y,x - y,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-sets-in-python/?page=8,
Python Programming,sets in python,"What is the output of the following code: set1 = {1, 2, 3} set2 = {3, 4, 5} print(set1.union(set2))","{1, 2, 3, 4, 5}","{1, 2, 3}","{3, 4, 5}","{1, 4, 5}",A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-sets-in-python/?page=8,
Python Programming,sets in python,"In Python, how can you create an empty set?",set(),{},empty_set(),new_set(),A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-sets-in-python/?page=8,
Python Programming,sets in python,"What will be the output of the following Python code? 
s1={1, 2, 3}
s2={3, 4, 5, 6}
s1.difference(s2)
s2.difference(s1)","{1, 2} 
{4, 5, 6}","{1, 2} 
{1, 2}","{4, 5, 6} 
{1, 2}","{4, 5, 6} 
{4, 5, 6}",A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-sets-in-python/?page=8,
Python Programming,sets in python,"What will be the output of the following Python code? 
a={1,2,3}
b={1,2,3}
c=a.issubset(b)
print(c)",True,"Error, no method called issubset() exists",Syntax error for issubset() method,False,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-sets-in-python/?page=8,
Python Programming,sets in python,"What will be the output of the following Python code? 
s={1, 2, 3}
s.update(4)
s","{1, 2, 3, 4}","{1, 2, 4, 3}","{4, 1, 2, 3}",Error,D,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-sets-in-python/?page=8,
Python Programming,sets in python,"What will be the output of the following Python code? 
>>> a={1,2,3}
>>> b=a.add(4)
>>> b",0,"{1,2,3,4}","{1,2,3}",Nothing is printed,D,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-sets-in-python/?page=8,
Python Programming,sets in python,"What will be the output of the following Python code? 
>>> a={4,5,6}
>>> b={2,8,6}
>>> a-b","{4,5}",{6},Error as unsupported operand type for set data type,Error as the duplicate item 6 is present in both sets,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-sets-in-python/?page=9,
Python Programming,sets in python,Which of the following statements is used to create an empty set?,{ },set(),[ ],( ),B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-sets-in-python/?page=9,
Python Programming,sets in python,"If a={5,6,7}, what happens when a.add(5) is executed?","a={5,5,6,7}","a={5,6,7}",Error as there is no add function for set data type,Error as 5 already exists in the set,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-sets-in-python/?page=9,
Python Programming,sets in python,"What will be the output of the following Python code snippet? 
for x in set('pqr'):
 print(x*2)","pp 
qq 
rr","pqr 
pqr",ppqqrr,pqrpqr,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-sets-in-python/?page=9,
Python Programming,sets in python,"What will be the output of the following Python code? 
s={2, 5, 6, 6, 7}
s","{2, 5, 7}","{2, 5, 6, 7}","{2, 5, 6, 6, 7}",Error,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-sets-in-python/?page=9,
Python Programming,sets in python,"What will be the output of the following Python code? 
nums = set([1,1,2,3,3,3,4,4])
print(len(nums))",7,"Error, invalid syntax for formation of set",4,8,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-sets-in-python/?page=9,
Python Programming,sets in python,"Is the following Python code valid? 
a={1,2,3}
b={1,2,3,4}
c=a.issuperset(b)
print(c)",False,True,Syntax error for issuperset() method,"Error, no method called issuperset() exists",A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-sets-in-python/?page=9,
Python Programming,sets in python,Which method is used to find the symmetric difference between two sets?,symmetric_difference(),diff(),difference(),symdiff(),A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-sets-in-python/?page=9,
Python Programming,sets in python,"What will be the output of the following Python code? 
>>> a={3,4,5}
>>> b={5,6,7}
>>> a|b",Invalid operation,"{3, 4, 5, 6, 7}",{5},"{3,4,6,7}",B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-sets-in-python/?page=9,
Python Programming,sets in python,Set makes use of . . . . . . . . Dictionary makes use of . . . . . . . .,"keys, keys","key values, keys","keys, key values","key values, key values",C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-sets-in-python/?page=9,
Python Programming,dictionary in python,Which of the following data types in Python is used to store key-value pairs?,Dictionary,List,Tuple,Set,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/,
Python Programming,dictionary in python,"What method is used to check if a key exists in a dictionary, and if not, add it with a default value?",setdefault(),addkey(),insert(),newkey(),A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/,
Python Programming,dictionary in python,What does the len() function do when applied to a dictionary?,Returns the number of key-value pairs in the dictionary,Returns the sum of all values,Returns the length of the longest key,Returns the length of the longest value,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/,
Python Programming,dictionary in python,"In Python, how can you get a list of all key-value pairs in a dictionary?",items(),get_items(),all_items(),list_items(),A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/,
Python Programming,dictionary in python,What is the purpose of the dict() constructor in Python?,Creates a new dictionary,Converts a list to a dictionary,Converts a tuple to a dictionary,Converts a string to a dictionary,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/,
Python Programming,dictionary in python,Which method is used to remove a key-value pair from a dictionary?,pop(),remove(),delete(),discard(),A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/,
Python Programming,dictionary in python,"In Python, how can you check if a key exists in a dictionary?",in keyword,exists(),contains(),check(),A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/,
Python Programming,dictionary in python,What method is used to update the values of a dictionary with the values from another dictionary?,update(),set(),add(),merge(),A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/,
Python Programming,dictionary in python,What is the purpose of the keys() method for dictionaries?,Returns a list of all keys in the dictionary,Returns a list of all values in the dictionary,Returns a list of all items in the dictionary,Returns a list of all keys and values in the dictionary,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/,
Python Programming,dictionary in python,Which method is used to get a list of all values in a dictionary?,values(),get_values(),all_values(),list_values(),A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/,
Python Programming,dictionary in python,"In Python, how can you remove all key-value pairs from a dictionary?",clear(),remove_all(),delete_all(),discard_all(),A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=2,
Python Programming,dictionary in python,What is the purpose of the items() method for dictionaries?,Returns a list of key-value pairs in the dictionary,Returns a list of keys in the dictionary,Returns a list of values in the dictionary,Returns a list of items in the dictionary,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=2,
Python Programming,dictionary in python,Which method is used to create a shallow copy of a dictionary?,copy(),clone(),duplicate(),replicate(),A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=2,
Python Programming,dictionary in python,What is the purpose of the clear() method for dictionaries?,Removes all key-value pairs from the dictionary,Adds a key-value pair to the dictionary,Removes the last key-value pair,Deletes the dictionary,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=2,
Python Programming,dictionary in python,What is the purpose of the fromkeys() method for dictionaries?,Creates a new dictionary with specified keys and a default value,Adds new keys to the dictionary,Copies keys and values from another dictionary,Removes specified keys from the dictionary,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=2,
Python Programming,dictionary in python,"In Python, how can you get a list of all keys in a dictionary?",keys(),get_keys(),all_keys(),list_keys(),A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=2,
Python Programming,dictionary in python,What is the purpose of the popitem() method for dictionaries?,Removes and returns the last key-value pair in the dictionary,Removes and returns a random key-value pair from the dictionary,Removes and returns the first key-value pair in the dictionary,Removes and returns the specified key-value pair from the dictionary,B,"Imagine a dictionary as a box filled with labeled items. Each label is a key, and the item is its value. 
 
The popitem() method acts like taking out one item from that box. 
 
But which item does it take? It's important to understand that unlike lists, dictionaries don't have a strict ""first"" or ""last"" item. 
 
Option A says it removes the last item. This is not entirely accurate because dictionaries aren't ordered like lists. 
 
Option B says it's random. This is also incorrect. While the order might seem random, it's actually determined by how Python stores the data internally; it's not truly random selection. 
 
Option C suggests it removes the first. Again, dictionaries don't have a defined ""first"" element. 
 
Option B is the closest, but not entirely precise. It removes and returns an arbitrary key-value pair. In Python versions before 3.7, the order might appear random. In Python ",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=2,
Python Programming,dictionary in python,"What is the output of the following code: my_dict = {'a': 1, 'b': 2} print(my_dict['a'])",1,a,{'a': 1},'a',A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=2,
Python Programming,dictionary in python,How can you add a new key-value pair to a dictionary in Python?,my_dict['new_key'] = new_value,"add('new_key', new_value)","insert('new_key', new_value)","append('new_key', new_value)",A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=2,
Python Programming,dictionary in python,"In Python, how can you create an empty dictionary?",dict(),{},empty_dict(),new_dict(),A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=2,
Python Programming,dictionary in python,What is the purpose of the values() method for dictionaries?,Returns a list of all values in the dictionary,Returns a list of all keys in the dictionary,Returns a list of key-value pairs in the dictionary,Returns a list of items in the dictionary,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=3,
Python Programming,dictionary in python,"What will be the output of the following code: my_dict = {'a': 1, 'b': 2} my_dict['c'] = 3 print(my_dict)","{'a': 1, 'b': 2}","{'a': 1, 'b': 2, 'c': 3}",{'c': 3},None of the above,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=3,
Python Programming,dictionary in python,"What is the output of the following code: my_dict = {'a': 1, 'b': 2, 'c': 3} my_dict.pop('b') print(my_dict)","{'a': 1, 'b': 2, 'c': 3}","{'a': 1, 'c': 3}","{'a': 1, 'b': 2}",{'c': 3},B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=3,
Python Programming,dictionary in python,"What is the output of the following code: my_dict = {'a': 1, 'b': 2, 'c': 3} print(my_dict.get('d', 0))",0,'d',3,'a',A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=3,
Python Programming,dictionary in python,"What is the output of the following code: my_dict = {'a': 1, 'b': 2, 'c': 3} my_dict.values() print(my_dict)","{'a': 1, 'b': 2, 'c': 3}","[1, 2, 3]","{1, 2, 3}","{'values': [1, 2, 3]}",A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=3,
Python Programming,dictionary in python,"What will be the output of the following code: my_dict = {'a': 1, 'b': 2, 'c': 3} my_dict.items() print(my_dict)","{'a': 1, 'b': 2, 'c': 3}","[('a', 1), ('b', 2), ('c', 3)]","{('a': 1), ('b': 2), ('c': 3)}","{'items': [('a', 1), ('b', 2), ('c', 3)]}",A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=3,
Python Programming,dictionary in python,"What is the output of the following code: my_dict = {'a': 1, 'b': 2} del my_dict['b'] print(my_dict)","{'a': 1, 'b': 2}",{'a': 1},{'b': 2},{},B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=3,
Python Programming,dictionary in python,"What is the output of the following code: my_dict = {'a': 1, 'b': 2} new_dict = my_dict.copy() print(new_dict)","{'a': 1, 'b': 2}","{'a': 1, 'b': 2, 'a': 1, 'b': 2}","{'a': 1, 'b': 2, 'a': 2, 'b': 1}","{'a': 2, 'b': 1}",A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=3,
Python Programming,dictionary in python,"What will be the output of the following code: keys = ['a', 'b', 'c'] values = 0 my_dict = dict.fromkeys(keys, values) print(my_dict)","{'a': 0, 'b': 0, 'c': 0}","{'a': [0], 'b': [0], 'c': [0]}","{0: ['a', 'b', 'c']}","{'a': 'b', 'b': 'c', 'c': 0}",A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=3,
Python Programming,dictionary in python,"What is the output of the following code: my_dict = {'a': 1, 'b': 2} my_dict.popitem() print(my_dict)","{'a': 1, 'b': 2}",{},{'b': 2},"{1: 'a', 2: 'b'}",C,"Code Analysis: 
my_dict = {'a': 1, 'b': 2} 
1. popitem() Method: The popitem() method removes and returns the last inserted key-value pair. In this case, the last inserted pair is 'b': 2. 
2. Updated Dictionary: After removing 'b': 2, the dictionary will contain only 'a': 1. 
print(my_dict) 
Output: The dictionary now contains {'a': 1}. 
Incorrect Options: 
A) {'a': 1, 'b': 2}: This would be the original dictionary, but popitem() modifies it. 
B) {}: This would be true if both key-value pairs were removed, but only one is removed. 
D) {1: 'a', 2: 'b'}: This is incorrect as keys and values are not swapped. 
Thus, the correct answer is Option C: {'a': 1}. 

 
 
 
 



 
 
 
 
 
 
 
 
 
 
 
 
 
1
2
3
4
5
6
7
8
9

 
 
 
 
 
 
 
 
 
 

 
 

 -->
 
 
 


 

-->
 
 
 Copyright © 2026 Examveda.com
 
 
 
 
 
 
 
 
 
 About Us |
 Terms & Condition |
 Privacy Policy |
 Contact Us",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=3,
Python Programming,dictionary in python,"What will be the output of the following Python code? 
>>> import collections
>>> a=collections.OrderedDict((str(x),x) for x in range(3))
>>> a","{'2':2, '0':0, '1':1}","OrderedDict([('0', 0), ('1', 1), ('2', 2)])",An exception is thrown,' ',B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=4,
Python Programming,dictionary in python,"What will be the output of the following Python code? 
>>> a={}
>>> a.fromkeys([1,2,3],""check"")",Syntax error,"{1:""check"",2:""check"",3:""check""}","""check""","{1:None,2:None,3:None}",B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=4,
Python Programming,dictionary in python,"What will be the output of the following Python code snippet? 
d1 = {""john"":40, ""peter"":45}
d2 = {""john"":466, ""peter"":45}
d1 == d2",True,False,None,Error,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=4,
Python Programming,dictionary in python,"What will be the output of the following Python code snippet? 
d = {""john"":40, ""peter"":45}
print(list(d.keys()))","[""john"", ""peter""]","[""john"":40, ""peter"":45]","(""john"", ""peter"")","(""john"":40, ""peter"":45)",A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=4,
Python Programming,dictionary in python,"What will be the output of the following Python code snippet? 
test = {1:'A', 2:'B', 3:'C'}
test = {}
print(len(test))",0,None,3,An exception is thrown,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=4,
Python Programming,dictionary in python,Which of the following statements create a dictionary?,d = {},"d = {""john"":40, ""peter"":45}","d = {40:""john"", 45:""peter""}",All of the mentioned,D,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=4,
Python Programming,dictionary in python,"What will be the output of the following Python code snippet? 
a={1:""A"",2:""B"",3:""C""}
for i,j in a.items():
 print(i,j,end="" "")",1 A 2 B 3 C,1 2 3,A B C,"1:""A"" 2:""B"" 3:""C""",A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=4,
Python Programming,dictionary in python,"What will be the output of the following Python code snippet? 
test = {1:'A', 2:'B', 3:'C'}
del test[1]
test[1] = 'D'
del test[2]
print(len(test))",0,2,Error as the key-value pair of 1:'A' is already deleted,1,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=4,
Python Programming,dictionary in python,"What will be the output of the following Python code? 
>>> a={1:""A"",2:""B"",3:""C""}
>>> a.items()",Syntax error,"dict_items([('A'), ('B'), ('C')])","dict_items([(1,2,3)])","dict_items([(1, 'A'), (2, 'B'), (3, 'C')])",D,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=4,
Python Programming,dictionary in python,Which of the statements about dictionary values if false?,More than one key can have the same value,The values of the dictionary can be accessed as dict[key],Values of a dictionary must be unique,Values of a dictionary can be a mixture of letters and numbers,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=4,
Python Programming,dictionary in python,"What will be the output of the following Python code? 
>>> a=dict()
>>> a[1]",An exception is thrown since the dictionary is empty,' ',1,0,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=5,
Python Programming,dictionary in python,"What will be the output of the following Python code snippet? 
a={1:""A"",2:""B"",3:""C""}
a.setdefault(4,""D"")
print(a)","{1: 'A', 2: 'B', 3: 'C', 4: 'D'}",None,Error,"[1,3,6,10]",A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=5,
Python Programming,dictionary in python,"What will be the output of the following Python code? 
a={1:5,2:3,3:4}
print(a.pop(4,9))",9,3,Too many arguments for pop() method,4,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=5,
Python Programming,dictionary in python,"What will be the output of the following Python code snippet? 
>>> import collections
>>> a=collections.Counter([3,3,4,5])
>>> b=collections.Counter([3,4,4,5,5,5])
>>> a&b","Counter({3: 12, 4: 1, 5: 1})","Counter({3: 1, 4: 1, 5: 1})",Counter({4: 2}),Counter({5: 1}),B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=5,
Python Programming,dictionary in python,"What will be the output of the following Python code snippet? 
d1 = {""john"":40, ""peter"":45}
d2 = {""john"":466, ""peter"":45}
d1 > d2",True,False,Error,None,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=5,
Python Programming,dictionary in python,"What will be the output of the following Python code snippet? 
>>>import collections
>>> b=collections.Counter([2,2,3,4,4,4])
>>> b.most_common(1)","Counter({4: 3, 2: 2, 3: 1})",{3:1},{4:3},"[(4, 3)]",D,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=5,
Python Programming,dictionary in python,"Suppose d = {""john"":40, ""peter"":45}. To obtain the number of entries in dictionary which command do we use?",d.size(),len(d),size(d),d.len(),B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=5,
Python Programming,dictionary in python,"What will be the output of the following Python code? 
a={}
a[2]=1
a[1]=[2,3,4]
print(a[1][1])","[2,3,4]",3,2,An exception is thrown,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=5,
Python Programming,dictionary in python,"What will be the output of the following Python code? 
>>> import collections
>>> a=dict()
>>> a=collections.defaultdict(str)
>>> a['A']",An exception is thrown since the dictionary is empty,' ','A',0,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=5,
Python Programming,dictionary in python,"What will be the output of the following Python code? 
count={}
count[(1,2,4)] = 5
count[(4,2,1)] = 7
count[(1,2)] = 6
count[(4,2,1)] = 2
tot = 0
for i in count:
 tot=tot+count[i]
print(len(count)+tot)",25,17,16,Tuples can't be made keys of a dictionary,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=6,
Python Programming,dictionary in python,"What will be the output of the following Python code? 
a={1:""A"",2:""B"",3:""C""}
for i in a:
 print(i,end="" "")",1 2 3,A' 'B' 'C',1 'A' 2 'B' 3 'C',"Error, it should be: for i in a.items():",A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=6,
Python Programming,dictionary in python,Which of these about a dictionary is false?,The values of a dictionary can be accessed using keys,The keys of a dictionary can be accessed using values,Dictionaries aren't ordered,Dictionaries are mutable,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=6,
Python Programming,dictionary in python,"What will be the output of the following Python code? 
a={1:""A"",2:""B"",3:""C""}
b=a.copy()
b[2]=""D""
print(a)","Error, copy() method doesn't exist for dictionaries","{1: 'A', 2: 'B', 3: 'C'}","{1: 'A', 2: 'D', 3: 'C'}","""None"" is printed",B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=6,
Python Programming,dictionary in python,"What will be the output of the following Python code? 
a={1:5,2:3,3:4}
a.pop(3)
print(a)",{1: 5},"{1: 5, 2: 3}","Error, syntax error for pop() method","{1: 5, 3: 4}",B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=6,
Python Programming,dictionary in python,"What will be the output of the following Python code? 
a={1:""A"",2:""B"",3:""C""}
b={4:""D"",5:""E""}
a.update(b)
print(a)","{1: 'A', 2: 'B', 3: 'C'}",Method update() doesn't exist for dictionaries,"{1: 'A', 2: 'B', 3: 'C', 4: 'D', 5: 'E'}","{4: 'D', 5: 'E'}",C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=6,
Python Programming,dictionary in python,"What will be the output of the following Python code snippet? 
>>>import collections
>>> a=collections.Counter([1,1,2,3,3,4,4,4])
>>> a","{1,2,3,4}","Counter({4, 1, 3, 2})","Counter({4: 3, 1: 2, 3: 2, 2: 1})","{4: 3, 1: 2, 3: 2, 2: 1}",C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=6,
Python Programming,dictionary in python,"If b is a dictionary, what does any(b) do?",Returns True if any key of the dictionary is true,Returns False if dictionary is empty,Returns True if all keys of the dictionary are true,Method any() doesn't exist for dictionary,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=6,
Python Programming,dictionary in python,"What will be the output of the following Python code snippet? 
>>> a={1:""A"",2:""B"",3:""C""}
>>> del a",method del doesn't exist for the dictionary,del deletes the values in the dictionary,del deletes the entire dictionary,del deletes the keys in the dictionary,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=6,
Python Programming,dictionary in python,"What will be the output of the following Python code? 
a={1:""A"",2:""B"",3:""C""}
a.clear()
print(a)",None,"{ None:None, None:None, None:None}","{1:None, 2:None, 3:None}",{ },D,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=6,
Python Programming,dictionary in python,"What will be the output of the following Python code? 
>>> a={i: i*i for i in range(6)}
>>> a",Dictionary comprehension doesn't exist,"{0: 0, 1: 1, 2: 4, 3: 9, 4: 16, 5: 25, 6:36}","{0: 0, 1: 1, 4: 4, 9: 9, 16: 16, 25: 25}","{0: 0, 1: 1, 2: 4, 3: 9, 4: 16, 5: 25}",D,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=7,
Python Programming,dictionary in python,"What will be the output of the following Python code snippet? 
a = {}
a[1] = 1
a['1'] = 2
a[1.0]=4
count = 0
for i in a:
 count += a[i]
print(count)",An exception is thrown,3,6,2,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=7,
Python Programming,dictionary in python,Which of the following is not a declaration of the dictionary?,"{1: 'A', 2: 'B'}","dict([[1,""A""],[2,""B""]])","{1,""A"",2""B""}",{ },C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=7,
Python Programming,dictionary in python,"What will be the output of the following Python code snippet? 
d = {""john"":40, ""peter"":45}
""john"" in d",True,False,None,Error,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=7,
Python Programming,dictionary in python,"What will be the output of the following Python code snippet? 
total={}
def insert(items):
 if items in total:
 total[items] += 1
 else:
 total[items] = 1
insert('Apple')
insert('Ball')
insert('Apple')
print (len(total))",3,1,2,0,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=7,
Python Programming,dictionary in python,"If a is a dictionary with some key-value pairs, what does a.popitem() do?",Removes an arbitrary element,Removes all the key-value pairs,Removes the key-value pair for the key given as an argument,Invalid method for dictionary,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=7,
Python Programming,dictionary in python,"What will be the output of the following Python code snippet? 
d = {""john"":40, ""peter"":45}
d[""john""]",40,45,"""john""","""peter""",A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=7,
Python Programming,dictionary in python,"What will be the output of the following Python code snippet? 
a={1:""A"",2:""B"",3:""C""}
print(a.get(5,4))","Error, invalid syntax",A,5,4,D,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=7,
Python Programming,dictionary in python,"What will be the output of the following Python code snippet? 
a={1:""A"",2:""B"",3:""C""}
print(a.setdefault(3))","{1: 'A', 2: 'B', 3: 'C'}",C,"{1: 3, 2: 3, 3: 3}",No method called setdefault() exists for dictionary,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=7,
Python Programming,dictionary in python,"Suppose d = {""john"":40, ""peter"":45}, to delete the entry for ""john"" what command do we use?","d.delete(""john"":40)","d.delete(""john"")","del d[""john""]","del d(""john"":40)",C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=7,
Python Programming,dictionary in python,"What will be the output of the following Python code snippet? 
a = {}
a[1] = 1
a['1'] = 2
a[1]=a[1]+1
count = 0
for i in a:
 count += a[i]
print(count)",1,2,4,"Error, the keys can't be a mixture of letters and numbers",C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=8,
Python Programming,dictionary in python,"What will be the output of the following Python code? 
>>> import collections
>>> a=dict()
>>> a=collections.defaultdict(int)
>>> a[1]",1,0,An exception is thrown,' ',B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-dictionary-in-python/?page=8,
